document path,document ID,activity,app name,id,interaction active notifications,interaction time,location,notification content,notification title,posted active notifications,posted time,reason number,created time,updated time
projects/activitycollector/databases/(default)/documents/notifications/J5XOFp1hcbvUDIr9SF1R,J5XOFp1hcbvUDIr9SF1R,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301733005837004",18,"{""normalized"":0.7319444444444444,""epoch_time"":1733006040242,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.08904,""lat"":40.9139469}",If anyone gives a F,SBU Summer (2 messages): ~ molybdenum,24,"{""normalized"":0.7295949074074074,""epoch_time"":1733005837004,""day"":6}",12,11/30/2024 17:30,11/30/2024 17:34
projects/activitycollector/databases/(default)/documents/notifications/J6MusFWjNSaIx4J9o5ll,J6MusFWjNSaIx4J9o5ll,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732841515806",18,"{""normalized"":0.8327083333333334,""epoch_time"":1732841946910,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,22,"{""normalized"":0.8277199074074074,""epoch_time"":1732841515806,""day"":4}",12,11/28/2024 19:51,11/28/2024 19:59
projects/activitycollector/databases/(default)/documents/notifications/JBopmy5aym45lXqtDLpl,JBopmy5aym45lXqtDLpl,,com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761732876480851,,,,,NSDL,9,"{""normalized"":0.2324074074074074,""epoch_time"":1732876480851,""day"":5}",,11/29/2024 05:34,11/29/2024 05:34
projects/activitycollector/databases/(default)/documents/notifications/JCjiybuHHfAFIVfETu34,JCjiybuHHfAFIVfETu34,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732919214410",4,"{""normalized"":0.7308101851851851,""epoch_time"":1732919542897,""day"":5}","{""readable"":""HOME"",""long"":-73.1101362,""lat"":40.9065672}",Anyone selling coke and ice cream,Chapin Bazaar 2: ~ Sankeerthana,7,"{""normalized"":0.7270138888888888,""epoch_time"":1732919214410,""day"":5}",12,11/29/2024 17:26,11/29/2024 17:32
projects/activitycollector/databases/(default)/documents/notifications/JDKCdXtS700kYCU0yMEJ,JDKCdXtS700kYCU0yMEJ,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733002738879",18,"{""normalized"":0.7002662037037037,""epoch_time"":1733003303207,""day"":6}","{""readable"":""HOME"",""long"":-73.1101583,""lat"":40.906589}",like really good hahaha,Lavanya,22,"{""normalized"":0.6937268518518519,""epoch_time"":1733002738879,""day"":6}",12,11/30/2024 16:38,11/30/2024 16:48
projects/activitycollector/databases/(default)/documents/notifications/JEDqzlH6D3bSixRMcRcz,JEDqzlH6D3bSixRMcRcz,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732907843182",4,"{""normalized"":0.5954398148148148,""epoch_time"":1732907846082,""day"":5}","{""readable"":""HOME"",""long"":-73.1101486,""lat"":40.9065806}",How does my hair look,Kaksha,5,"{""normalized"":0.5954050925925926,""epoch_time"":1732907843182,""day"":5}",8,11/29/2024 14:17,11/29/2024 14:17
projects/activitycollector/databases/(default)/documents/notifications/JFPvD0U8DHwNYbYxigP8,JFPvD0U8DHwNYbYxigP8,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733020684232",18,"{""normalized"":0.9014930555555556,""epoch_time"":1733020689742,""day"":6}","{""readable"":""HOME"",""long"":-73.1101428,""lat"":40.9065973}",Sold,Chapin Bazaar (8 messages): ~ Harshil Sanghvi,25,"{""normalized"":0.9014351851851852,""epoch_time"":1733020684232,""day"":6}",12,11/30/2024 21:38,11/30/2024 21:38
projects/activitycollector/databases/(default)/documents/notifications/JHUvmUc3htzg9V1en9lA,JHUvmUc3htzg9V1en9lA,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732992572851",18,"{""normalized"":0.5765740740740741,""epoch_time"":1732992616089,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1037946,""lat"":40.9118678}",📷 To add to this,Advait,22,"{""normalized"":0.5760648148148149,""epoch_time"":1732992572851,""day"":6}",12,11/30/2024 13:49,11/30/2024 13:50
projects/activitycollector/databases/(default)/documents/notifications/JIGe6ztVfWX78SMxXPrU,JIGe6ztVfWX78SMxXPrU,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732940704807",15,"{""normalized"":0.9767939814814814,""epoch_time"":1732940795004,""day"":5}","{""readable"":""HOME"",""long"":-73.1100344,""lat"":40.90658}","📷 Hamiltom Beach Quiet Blender. 12 blending functions. Top got cracked, so only the bottom is available (new condition). DM for price.",Chapin Bazaar 2: ~ Manav Ukani,19,"{""normalized"":0.9757407407407407,""epoch_time"":1732940704807,""day"":5}",12,11/29/2024 23:25,11/29/2024 23:26
projects/activitycollector/databases/(default)/documents/notifications/JJ4GaIvqWxfCBnQitQ9p,JJ4GaIvqWxfCBnQitQ9p,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732931850923",10,"{""normalized"":0.8733217592592593,""epoch_time"":1732931855106,""day"":5}","{""readable"":""HOME"",""long"":-73.1099778,""lat"":40.9066558}",yeah the albums really good,Lavanya,12,"{""normalized"":0.8732638888888888,""epoch_time"":1732931850923,""day"":5}",12,11/29/2024 20:57,11/29/2024 20:57
projects/activitycollector/databases/(default)/documents/notifications/JLQRnId0PFDW8NdquIGp,JLQRnId0PFDW8NdquIGp,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732907704213",4,"{""normalized"":0.5938425925925926,""epoch_time"":1732907708109,""day"":5}","{""readable"":""HOME"",""long"":-73.1101486,""lat"":40.9065806}",📷 Photo,Kaksha,5,"{""normalized"":0.5937962962962963,""epoch_time"":1732907704213,""day"":5}",8,11/29/2024 14:15,11/29/2024 14:15
projects/activitycollector/databases/(default)/documents/notifications/JMaO7B2N03X76MOhIIhn,JMaO7B2N03X76MOhIIhn,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301732997708476",16,"{""normalized"":0.6397106481481482,""epoch_time"":1732998071048,""day"":6}","{""readable"":""HOME"",""long"":-73.1101471,""lat"":40.9065753}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,22,"{""normalized"":0.6355092592592593,""epoch_time"":1732997708476,""day"":6}",12,11/30/2024 15:15,11/30/2024 15:21
projects/activitycollector/databases/(default)/documents/notifications/JOmDrCZlaVx8ZQt4Vjvz,JOmDrCZlaVx8ZQt4Vjvz,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733027427110",21,"{""normalized"":0.9795601851851852,""epoch_time"":1733027434826,""day"":6}","{""readable"":""HOME"",""long"":-73.1101288,""lat"":40.9065661}",Ok ok,Karan Sbu,24,"{""normalized"":0.9794791666666667,""epoch_time"":1733027427110,""day"":6}",12,11/30/2024 23:30,11/30/2024 23:30
projects/activitycollector/databases/(default)/documents/notifications/JP1dUcpBmQpJKN2z91fW,JP1dUcpBmQpJKN2z91fW,,com.google.android.gm,0|com.google.android.gm|-270061397|gig:743423040:^sq_ig_i_personal|102761732828031409,,,,,DoorDash Order,19,"{""normalized"":0.6716550925925926,""epoch_time"":1732828031409,""day"":4}",,11/28/2024 16:07,11/28/2024 16:07
projects/activitycollector/databases/(default)/documents/notifications/JWyTvBOizfTYABVA2VPf,JWyTvBOizfTYABVA2VPf,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733026210638",21,"{""normalized"":0.9788310185185185,""epoch_time"":1733027371064,""day"":6}","{""readable"":""HOME"",""long"":-73.1101288,""lat"":40.9065661}","📷 Found an oppo earphone, collect it from I-2130.",Chapin Bazaar (10 messages): Aashay Shah SBU,26,"{""normalized"":0.9653935185185185,""epoch_time"":1733026210638,""day"":6}",12,11/30/2024 23:10,11/30/2024 23:29
projects/activitycollector/databases/(default)/documents/notifications/JYfyZQJ2zHUiFASofRZy,JYfyZQJ2zHUiFASofRZy,,com.whatsapp,"0|com.whatsapp|1|U1mhalWpV9qtWGjfQgDygsztbxfywWUJvFNDEG45V0s=
|103301733098430517",,,,Each one I'm trying to get and idea from CHAT GPT,Yash Morankar SBU,40,"{""normalized"":0.8012731481481481,""epoch_time"":1733098430517,""day"":7}",,12/01/2024 19:13,12/01/2024 19:13
projects/activitycollector/databases/(default)/documents/notifications/Ja1NS1Vlccu5QBIPcX45,Ja1NS1Vlccu5QBIPcX45,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301733079190408",30,"{""normalized"":0.57875,""epoch_time"":1733079204427,""day"":7}","{""readable"":""HOME"",""long"":-73.110218,""lat"":40.9065586}",I am also out boys very sorry,Fake G1103 (6 messages): Ojas Deshpande SBU,37,"{""normalized"":0.578587962962963,""epoch_time"":1733079190408,""day"":7}",12,12/01/2024 13:53,12/01/2024 13:53
projects/activitycollector/databases/(default)/documents/notifications/Jch9tO0BpmWWr1nJT9Yv,Jch9tO0BpmWWr1nJT9Yv,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733097106795",39,"{""normalized"":0.7887731481481481,""epoch_time"":1733097350996,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",Ok ok,Karan Sbu,40,"{""normalized"":0.7859490740740741,""epoch_time"":1733097106795,""day"":7}",8,12/01/2024 18:51,12/01/2024 18:55
projects/activitycollector/databases/(default)/documents/notifications/JliWB1a3Xsrgx5flYUw1,JliWB1a3Xsrgx5flYUw1,,com.whatsapp,"0|com.whatsapp|1|v9We5ZleUmiqY01IVsa4poF2ka7q86xRq6GceScp/TQ=
|103301732893035546",,,,Okay in my lib,Gokul SBU,7,"{""normalized"":0.4240162037037037,""epoch_time"":1732893035546,""day"":5}",,11/29/2024 10:10,11/29/2024 10:10
projects/activitycollector/databases/(default)/documents/notifications/JqfeTt2e8cdjtLlm0CH0,JqfeTt2e8cdjtLlm0CH0,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732995551297",15,"{""normalized"":0.6105555555555555,""epoch_time"":1732995552372,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}","Selling this brand new (UNUSED), New Balance shoe for $45. Size: US 12 [Reason for selling: Oversized for me]",Chapin Bazaar (9 messages): ~ Sanjay,22,"{""normalized"":0.6105439814814815,""epoch_time"":1732995551297,""day"":6}",12,11/30/2024 14:39,11/30/2024 14:39
projects/activitycollector/databases/(default)/documents/notifications/JtffYwUYnsSrl3kBSFni,JtffYwUYnsSrl3kBSFni,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301732850152839",27,"{""normalized"":0.938587962962963,""epoch_time"":1732851094148,""day"":4}","{""readable"":""HOME"",""long"":-73.1101029,""lat"":40.9066258}",🔗 One Night Ultimate Werewolf | https://netgames.io/games/onu-werewolf/rooms/KSWV,Fake G1103 (2 messages): Akshat Sharma SBU,25,"{""normalized"":0.9276851851851852,""epoch_time"":1732850152839,""day"":4}",12,11/28/2024 22:15,11/28/2024 22:31
projects/activitycollector/databases/(default)/documents/notifications/JxsT06wsCzW1i8oSJjeu,JxsT06wsCzW1i8oSJjeu,,com.whatsapp,"0|com.whatsapp|1|/l0Zcoxb+fT/gIH++mrC9ZZlLhZEmRctie8hkCMYqSE=
|103301733000539299",,,,🔗 Buy Pure Seduction Cashmere Body Lotion Online | Victoria's Secret India | https://www.victoriassecret.in/p/pure-seduction-cashmere-body-lotion/112457082910.html,Mamma,21,"{""normalized"":0.6682754629629629,""epoch_time"":1733000539299,""day"":6}",,11/30/2024 16:02,11/30/2024 16:02
projects/activitycollector/databases/(default)/documents/notifications/JynS5VdneonJ4WaRHxsk,JynS5VdneonJ4WaRHxsk,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|KGdHQNgfIZil8OrU9uDZWqaDPWJA/JuHxNdzcj/Bb44=
|103301732837817005",15,"{""normalized"":0.7850462962962963,""epoch_time"":1732837828151,""day"":4}","{""readable"":""HOME"",""long"":-73.1101622,""lat"":40.906521}",Thank you dear😘,Kaksha Mom,17,"{""normalized"":0.7849189814814815,""epoch_time"":1732837817005,""day"":4}",12,11/28/2024 18:50,11/28/2024 18:50
projects/activitycollector/databases/(default)/documents/notifications/KByAXh9hNUdOhEAKFkTT,KByAXh9hNUdOhEAKFkTT,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301732892458657",4,"{""normalized"":0.4194791666666667,""epoch_time"":1732892643300,""day"":5}","{""readable"":""HOME"",""long"":-73.1101328,""lat"":40.9065578}","Strands #271
“Give me a break”
🔵🔵🟡🔵
🔵🔵🔵🔵",SBU Summer: Gaurav SBU,4,"{""normalized"":0.41733796296296294,""epoch_time"":1732892458657,""day"":5}",12,11/29/2024 10:01,11/29/2024 10:04
projects/activitycollector/databases/(default)/documents/notifications/KELplbyYEdlljiTR08nQ,KELplbyYEdlljiTR08nQ,,com.instagram.android,0|com.instagram.android|64278|direct|2020087664;thread_id:340282366841710301281159893032643246023|103121733034150455,,,,God knows it’s true,Useless Fucks on the gram: Advait,20,"{""normalized"":0.057291666666666664,""epoch_time"":1733034150455,""day"":7}",,12/01/2024 01:22,12/01/2024 01:22
projects/activitycollector/databases/(default)/documents/notifications/KOfBGyYHPgbgMH1Dkjrb,KOfBGyYHPgbgMH1Dkjrb,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733023249798",20,"{""normalized"":0.9312384259259259,""epoch_time"":1733023259718,""day"":6}","{""readable"":""HOME"",""long"":-73.1101532,""lat"":40.9065868}",like really good hahaha,Lavanya,27,"{""normalized"":0.9311226851851852,""epoch_time"":1733023249798,""day"":6}",12,11/30/2024 22:20,11/30/2024 22:21
projects/activitycollector/databases/(default)/documents/notifications/KXV7TlrYnAa4oFbkXvt2,KXV7TlrYnAa4oFbkXvt2,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301732902895101",11,"{""normalized"":0.5406597222222222,""epoch_time"":1732903113472,""day"":5}","{""readable"":""HOME"",""long"":-73.1100722,""lat"":40.906665}","Wordle 1,259 4/6

⬜⬜🟨⬜⬜
⬜🟩⬜⬜⬜
🟨🟩⬜🟨⬜
🟩🟩🟩🟩🟩",SBU Summer (2 messages): Gaurav Kamdar SBU,13,"{""normalized"":0.5381365740740741,""epoch_time"":1732902895101,""day"":5}",12,11/29/2024 12:54,11/29/2024 12:58
projects/activitycollector/databases/(default)/documents/notifications/KZrovLPd1QhQJKXvlQP4,KZrovLPd1QhQJKXvlQP4,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733032258127",20,"{""normalized"":0.037002314814814814,""epoch_time"":1733032397856,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",Goodnight,Kaksha,26,"{""normalized"":0.03539351851851852,""epoch_time"":1733032258127,""day"":7}",12,12/01/2024 00:50,12/01/2024 00:53
projects/activitycollector/databases/(default)/documents/notifications/KbzhhceC8l6xT462mc31,KbzhhceC8l6xT462mc31,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732817242269",5,"{""normalized"":0.5541782407407407,""epoch_time"":1732817881629,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1063765,""lat"":40.9082644}",Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,9,"{""normalized"":0.5467824074074074,""epoch_time"":1732817242269,""day"":4}",12,11/28/2024 13:07,11/28/2024 13:18
projects/activitycollector/databases/(default)/documents/notifications/KcYXWBV3jv3omG3BB0Wd,KcYXWBV3jv3omG3BB0Wd,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732824120793",7,"{""normalized"":0.6265509259259259,""epoch_time"":1732824134468,""day"":4}","{""readable"":""HOME"",""long"":-73.1101941,""lat"":40.9065427}",They’re all the trend now,Advait,9,"{""normalized"":0.6263888888888889,""epoch_time"":1732824120793,""day"":4}",12,11/28/2024 15:02,11/28/2024 15:02
projects/activitycollector/databases/(default)/documents/notifications/KgkMPXAFLV1R7vipIZzR,KgkMPXAFLV1R7vipIZzR,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301732994951142",15,"{""normalized"":0.6086805555555556,""epoch_time"":1732995390710,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,20,"{""normalized"":0.6035995370370371,""epoch_time"":1732994951142,""day"":6}",12,11/30/2024 14:29,11/30/2024 14:36
projects/activitycollector/databases/(default)/documents/notifications/KhyfE97FWSOft5vg2D8S,KhyfE97FWSOft5vg2D8S,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733034876630",20,"{""normalized"":0.11380787037037036,""epoch_time"":1733039033741,""day"":7}","{""readable"":""HOME"",""long"":-73.1101655,""lat"":40.906564}",like really good hahaha,Lavanya,26,"{""normalized"":0.06569444444444444,""epoch_time"":1733034876630,""day"":7}",12,12/01/2024 01:34,12/01/2024 02:43
projects/activitycollector/databases/(default)/documents/notifications/KmRf9pyCvhEucrDF3590,KmRf9pyCvhEucrDF3590,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733007803084",16,"{""normalized"":0.7524652777777778,""epoch_time"":1733007813561,""day"":6}","{""readable"":""HOME"",""long"":-73.1101792,""lat"":40.9065569}",like really good hahaha,Lavanya,19,"{""normalized"":0.752349537037037,""epoch_time"":1733007803084,""day"":6}",12,11/30/2024 18:03,11/30/2024 18:03
projects/activitycollector/databases/(default)/documents/notifications/Kpv1v4cXBdYQRKfyRQ7u,Kpv1v4cXBdYQRKfyRQ7u,,com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301732848023660",,,,Happy Thanksgiving boiss,Fake G1103: Akshat Sharma SBU,23,"{""normalized"":0.9030439814814815,""epoch_time"":1732848023660,""day"":4}",,11/28/2024 21:40,11/28/2024 21:40
projects/activitycollector/databases/(default)/documents/notifications/KtvJvh9rkdSgXVGUWI0l,KtvJvh9rkdSgXVGUWI0l,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733029280583",20,"{""normalized"":0.027662037037037037,""epoch_time"":1733031590144,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",But also excited to meet parents,Kaksha,26,"{""normalized"":0.000925925925925926,""epoch_time"":1733029280583,""day"":7}",12,12/01/2024 00:01,12/01/2024 00:39
projects/activitycollector/databases/(default)/documents/notifications/KyTvTPIPobLT302BDAFI,KyTvTPIPobLT302BDAFI,,com.google.android.gm,0|com.google.android.gm|1497938364|gig:743423040:^sq_ig_i_personal|102761732827978640,,,,,DoorDash,17,"{""normalized"":0.6710416666666666,""epoch_time"":1732827978640,""day"":4}",,11/28/2024 16:06,11/28/2024 16:06
projects/activitycollector/databases/(default)/documents/notifications/L6oBqilPRrq7wobXDAus,L6oBqilPRrq7wobXDAus,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733081626134",28,"{""normalized"":0.6072453703703704,""epoch_time"":1733081666869,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}","Selling cetaphil spf 50 sunscreen for 10$,
(Unused)",Chapin Bazaar (4 messages): ~ Sanket,35,"{""normalized"":0.6067824074074074,""epoch_time"":1733081626134,""day"":7}",12,12/01/2024 14:33,12/01/2024 14:34
projects/activitycollector/databases/(default)/documents/notifications/L7OKNbd2hzY6UsCn7zn1,L7OKNbd2hzY6UsCn7zn1,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733006169102",18,"{""normalized"":0.7337731481481482,""epoch_time"":1733006198163,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.08904,""lat"":40.9139469}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,20,"{""normalized"":0.7334375,""epoch_time"":1733006169102,""day"":6}",12,11/30/2024 17:36,11/30/2024 17:36
projects/activitycollector/databases/(default)/documents/notifications/LBWmLeBQkUlkL2zETTBy,LBWmLeBQkUlkL2zETTBy,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|sESjl2jo/rQ6KWropJ1GFqEayNUR8jsHIoKiwl3QHa4=
|103301732819219277",5,"{""normalized"":0.5699421296296296,""epoch_time"":1732819243247,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1063765,""lat"":40.9082644}",Any football turf shoe,Useless Fucks 😓: Advait,11,"{""normalized"":0.5696643518518518,""epoch_time"":1732819219277,""day"":4}",12,11/28/2024 13:40,11/28/2024 13:40
